label,message
jobfraud,Pay ₹999 registration to get offer letter.
jobfraud,Final selection done, send documents to proceed.
jobfraud,Job with ₹1 lakh/month salary waiting!
jobfraud,Click to apply for high-salary private jobs.
jobfraud,Limited openings. Secure your position today.
jobfraud,Fast hiring: telecaller roles open.
jobfraud,Submit ID proof to receive joining kit.
jobfraud,Your LinkedIn profile is impressive.
jobfraud,Offer letter ready. Please pay security deposit.
jobfraud,Work from home & earn ₹60,000 monthly.
jobfraud,Virtual assistant jobs available now!
jobfraud,Join our top MNCs. Apply now!
jobfraud,Onboarding link shared. Complete within 24hrs.
jobfraud,No exams, direct interview!
jobfraud,Data entry jobs open for all.
jobfraud,Upload resume to unlock job opportunities.
jobfraud,Get your joining bonus of ₹3000.
jobfraud,100% job guarantee with training.
jobfraud,HR will call you for final round.
jobfraud,Send Aadhaar & PAN to verify identity.
jobfraud,Pay fee now to avoid delay.
jobfraud,Part-time opportunity with flexible hours.
jobfraud,Work for 2 hours daily & earn ₹5000/week.
jobfraud,Direct recruitment. Start this week!
jobfraud,Get blue badge recruiter access.
jobfraud,This is a government-verified company.
jobfraud,Send your marksheets to HR email.
jobfraud,You’ve been selected. Confirm with OTP.
jobfraud,Pay ₹750 to get training materials.
jobfraud,Free laptop on joining.
honeytrap,Your eyes are like the ocean—I could drown in them.
honeytrap,I don't usually say this, but I feel so drawn to you.
honeytrap,I wish I was holding you right now.
honeytrap,I feel like I’ve known you forever, even though it’s only been days.
honeytrap,The way you talk makes my heart skip a beat.
honeytrap,I deleted all my dating apps after meeting you.
honeytrap,I’m not interested in anyone else but you.
honeytrap,You give me butterflies every time you text.
honeytrap,I miss your messages when I wake up.
honeytrap,I want to build a life with someone like you.
honeytrap,Do you believe in soulmates? Because I think I found mine.
honeytrap,Just hearing from you makes my whole day better.
honeytrap,Let’s keep this between us, I don’t want others interfering.
honeytrap,I never trusted anyone this fast before.
honeytrap,Your voice gives me peace like nothing else.
honeytrap,I can't sleep unless I hear from you.
honeytrap,Even through messages, you make me feel safe.
honeytrap,I want you all to myself, always.
honeytrap,You’re not like other guys—I can feel that.
honeytrap,Promise me you’ll never leave.
honeytrap,I feel like fate brought us together.
honeytrap,Let’s talk only on Telegram—it’s safer there.
honeytrap,I’ve had my heart broken too, but you give me hope.
honeytrap,I love how you understand me so well.
honeytrap,Talking to you is better than any therapy.
jobfraud,Congratulations! You've been shortlisted for a remote job interview.
jobfraud,We loved your profile—can you pay a small processing fee to proceed?
jobfraud,Job offer from abroad! Just verify your documents to start.
jobfraud,Your profile matches our premium hiring category. Apply fast.
jobfraud,Submit your PAN card and you'll get the offer letter within a day.
jobfraud,Training fee of ₹499 is mandatory to begin the onboarding process.
jobfraud,100% remote job with ₹25,000 monthly—only limited slots available.
jobfraud,We need your bank details for salary credit confirmation.
jobfraud,Get placed in MNCs without interviews. Apply via our hiring link.
jobfraud,We require a refundable security deposit of ₹1000 to reserve your position.
jobfraud,You’ve been offered a content writing job. Pay ₹299 for verification.
jobfraud,Join as an Amazon data entry operator—register today.
jobfraud,Work-from-home scheme for students—earn ₹15,000 weekly.
jobfraud,Your job ID is active. Send your resume on WhatsApp to HR now.
jobfraud,This is a pre-placement screening fee. Proceed to pay ₹799.
jobfraud,Verify your identity and unlock your job appointment letter.
jobfraud,Work 2 hours a day and earn ₹30,000 monthly.
honeytrap,You seem like someone I could truly open up to ❤️
honeytrap,I’ve never felt this kind of connection so quickly 💬
honeytrap,Are you usually this charming or just with me? 😘
honeytrap,I wish I met you sooner... life feels better already 💖
honeytrap,Every time you reply, I get butterflies 🦋
honeytrap,I deleted all my dating apps after we spoke 💌
honeytrap,Do you believe in destiny? Because I think I found mine 💫
honeytrap,I trust you even though we just met... it’s weird but right 💬
honeytrap,Let’s keep this between us... I don’t want drama 🕵️‍♀️
honeytrap,I usually don’t open up like this but with you I feel safe 🛡️
honeytrap,You’re not like the others... you're special 🌹
honeytrap,Your messages feel like a warm hug 🤗
honeytrap,I never knew texting someone could make me this happy 😊
honeytrap,You make me blush even through a screen 😳
honeytrap,Can we talk on video? I want to see your eyes 💻👀
honeytrap,You're addictive... I can't stop checking your replies 📱
honeytrap,I want to know all your secrets 😏
honeytrap,I have feelings for you and I don’t want to hide it anymore 💘
honeytrap,Promise me you’ll never ghost me 💔
honeytrap,I had a rough day, but your texts made it better 🥺
honeytrap,My heart beats faster when I see you typing 🫀
honeytrap,This feels more than just chatting... it feels real 💞
honeytrap,Are you free tonight? I want to hear your voice 💬🎧
honeytrap,I feel like I’ve known you forever 💭
honeytrap,Don’t ever change... you’re perfect the way you are 🌟
honeytrap,My friends would never understand what we have 💔
honeytrap,Let's play a game... truth or dare? 😈
honeytrap,You’re the reason I smile at my phone like an idiot 😅
honeytrap,I’ve been single a while... maybe that’s changing now 💑
honeytrap,I want to fall asleep on a call with you tonight 🌙📞
honeytrap,Are you this nice with everyone or just me? 😌
honeytrap,You're different... in a good way 💗
honeytrap,Would you still like me if I had a dark past? 🌒
honeytrap,I can’t stop re-reading your messages 📝❤️
honeytrap,I like deep conversations. Do you have secrets too? 🔐
honeytrap,I feel drawn to you... like fate pulled us together 💫
honeytrap,Why do I feel jealous when you reply late? 😤
honeytrap,I’m not looking for fun, I’m looking for something meaningful 🤝
honeytrap,This might sound crazy, but I think I’m falling for you 💓
honeytrap,Don’t tell anyone but I dreamt about you last night 😳
honeytrap,Can I trust you with something personal? 🙈
honeytrap,You're the first person I think of when I wake up 🌅
jobfraud,Congrats! You've been shortlisted for a remote position 💼
jobfraud,We saw your profile. Work-from-home openings available now!
jobfraud,Weekly payout of ₹10,000+ from home. No investment required.
jobfraud,Please share your resume and Aadhar for background check 📄🆔
jobfraud,Onboarding fee refundable after your first payout 💸
jobfraud,You will receive training materials after payment is verified 🎓
jobfraud,Join our HR team and earn from your smartphone 📱
jobfraud,Your account will be credited today. Please confirm your details.
jobfraud,Offer valid till tonight. Immediate joining tomorrow.
jobfraud,This job is exclusive — not listed on any portal 🎯
jobfraud,Dear applicant, you're selected. Pay ₹500 to confirm slot.
jobfraud,Can you complete a quick task to verify your identity?
jobfraud,Salary: ₹25,000 fixed + incentives. Just 2 hrs/day work 💰
jobfraud,Official government job partner. Trust and join now 🏛️
jobfraud,We only accept serious candidates. Payment confirms your interest.
jobfraud,Quick interview. Just fill this form and pay admin fee.
jobfraud,Your WhatsApp job code: WRK#8812 — Don’t share with others.
jobfraud,Our client needs virtual assistants urgently. Good payout 💻
jobfraud,Your profile fits. Send PAN card and passport photo.
jobfraud,Only 7 slots left. Secure your job today!
jobfraud,Part-time work from Instagram & WhatsApp. Training provided 📲
jobfraud,Project-based roles available. Setup fee applicable.
jobfraud,No need to visit office. Everything remote 💼✅
jobfraud,We help you work for foreign clients. Join global workforce 🌎
jobfraud,Hi sir/madam, pay processing fee and receive appointment letter.
jobfraud,You're selected for Amazon typing work. Start now!
jobfraud,Submit KYC docs for salary processing. Last date today 🕒
jobfraud,We need a few interns. Stipend starts at ₹8,000 💸
jobfraud,We don't take interviews, just complete signup and start.
jobfraud,Only serious people should apply. Fake applicants blocked.
jobfraud,Job location: work from your mobile. Earn ₹3k daily.
jobfraud,We trust talent. No degree required, just dedication.
jobfraud,Company onboarding starts after ₹299 training fee 📝
jobfraud,Don’t miss this chance to change your life 🌟
jobfraud,Provide account details to receive welcome bonus 🎁
jobfraud,Government ID mandatory to activate account 🔐
jobfraud,Send screenshot after GPay transfer to confirm spot 📸
jobfraud,Quick hiring drive! Talk to HR today on WhatsApp 📲
jobfraud,First payment due today to lock your spot.
jobfraud,Flexible hours. Earnings based on task completion.
jobfraud,Telegram group will be shared after payment is confirmed.
jobfraud,Start now, earn tonight! Guaranteed first payout 💷
jobfraud,No previous experience required. Just basic typing 🧾
jobfraud,You’ll receive PDF tasks daily. Easy income 📤
jobfraud,Welcome to our earning group. Introduce yourself after joining 🙋
jobfraud,This is not a scam. We’re real people trying to help.
jobfraud,Please respect company policy — no refunds.
jobfraud,Forward this message to 5 friends to get free access 📢
jobfraud,You can earn ₹5,000 within 24 hours. Ready to start?
jobfraud,Transfer ₹300 to confirm enrollment in premium plan.
jobfraud,Send OTP to verify your account setup 🔐📲
jobfraud,Welcome to TaskMaster India. Complete today’s 2 jobs and earn!
honeytrap,I want to be yours. Say you want me too 💍
honeytrap,Let’s keep our connection private... too many haters 😒
honeytrap,You're the calm in my chaos 🌧️❤️
honeytrap,I’m deleting my account. You’re all I need 📴
honeytrap,What if we met in real life? Would you still like me? 👣
honeytrap,Your words stay with me even after I sleep 🌃
honeytrap,You’re healing parts of me I didn’t know were broken 💔✨
honeytrap,Would you be okay if we took things slow but special? 🐢💕
honeytrap,You're the only one who makes me feel seen 👁️❤️
jobfraud,We’re hiring urgently. Pay registration fee and get same-day joining.
jobfraud,Don’t miss this opportunity—100+ vacancies left!
jobfraud,You’ll receive your offer letter after background verification.
jobfraud,This is a government-affiliated project. Limited intake.
jobfraud,You must complete KYC to begin your work-from-home role.
jobfraud,We only hire verified applicants. Upload your ID now.
jobfraud,Registration closes today! Secure your spot for ₹499.
jobfraud,We are processing your offer letter—please clear the admin fee.
jobfraud,Get your training materials by completing payment today.
jobfraud,Submit your basic details to receive job documents.
jobfraud,Don’t let this ₹50,000/month job slip away. Pay now!
jobfraud,This is an urgent work-from-home position—only serious applicants.
jobfraud,Apply via Google Form and transfer processing fee to confirm interest.
honeytrap,I know it’s fast, but I can’t help how I feel.
honeytrap,I’d do anything to meet you in person.
honeytrap,Please don’t share our chats with anyone.
honeytrap,You’re the only one who gets me.
honeytrap,I never knew someone could make me feel this way.
jobfraud,We have your resume on file.
jobfraud,No charges after joining!
jobfraud,Google Docs work paying ₹200/hour.
jobfraud,Only 3 positions left.
jobfraud,Join with ₹999 refundable deposit.
jobfraud,Start immediately from home.
jobfraud,Apply by today to reserve slot.
jobfraud,100% legit opportunity!  
honeytrap,"My last relationship was toxic, I hope you�re different ??  "
honeytrap,I trust you more than anyone I�ve met online ??  
honeytrap,You�re my reason to smile lately ??  
honeytrap,"I feel lonely a lot, but your messages make it better ??  "
honeytrap,You must be sent from heaven ??  
honeytrap,I can�t wait to meet you in person someday ??  
honeytrap,I feel butterflies every time your name pops up ??  
honeytrap,No one has ever made me feel like this before ??  
honeytrap,I love talking to you... you're different ??  
honeytrap,"I don't care about distance, love knows no boundaries ??  "
honeytrap,"I dreamt about you last night, it felt so real ??  "
honeytrap,You complete me in ways I didn�t know were missing ??  
honeytrap,You're the most respectful guy I�ve met on here ??  
honeytrap,You deserve someone who adores you. Maybe me? ??  
honeytrap,"I�m not here to play games, I want something real ??  "
honeytrap,I don�t usually trust people but with you it�s easy ??  
honeytrap,"I know we just met, but my heart says you're the one ??  "
honeytrap,I�ve deleted all other chats. I want to focus only on us ??  
honeytrap,I can�t wait to feel your arms around me one day ??  
honeytrap,My friends say I talk about you too much ??  
honeytrap,The way you understand me is everything ??  
honeytrap,No one has made me smile this much in ages ??  
honeytrap,You�re more than just a chat... you�re my comfort zone ??  
honeytrap,You�re the kind of guy I want to build a future with ??  
honeytrap,"I don't care if it's crazy, but I feel we're meant to be ??  "
honeytrap,Just promise you won�t hurt me like others ??  
honeytrap,Your eyes in that profile pic... I'm melting ??  
honeytrap,"If we keep talking like this, I might fall for you ??  "
honeytrap,I wish I could teleport to where you are right now ??  
honeytrap,"If loving you is wrong, I don�t want to be right ??  "
honeytrap,Every message from you makes my day better ??  
honeytrap,I can already picture us together ??  
honeytrap,"Even on bad days, talking to you makes everything better ??  "
honeytrap,I think fate brought us together ???  
honeytrap,"I�m not perfect, but I promise to give you my best ??  "
honeytrap,My heart skips a beat when I see your message ??  
honeytrap,I wish I could hug you through the screen ??  
honeytrap,Let's never lose this connection ??  
honeytrap,"I want to be your peace, your home ??  "
honeytrap,I keep checking if you�ve replied ??  
honeytrap,It�s crazy how much I care about you already ??  
honeytrap,Talking to you is the best part of my day ??  
ham,"Hey, what�s up? Long time no talk!"
ham,Are you coming to class tomorrow?
ham,Let�s meet at 5 near the mall.
ham,Don�t forget to bring your notes
ham,Happy birthday! Have a great day!
ham,Let�s catch up this weekend.
ham,Mom asked if you reached safely.
ham,I�ll call you after dinner.
ham,How�s the new job going?
ham,"Don�t worry, everything will be fine."
ham,"Got your message, will reply soon."
ham,Where are you now?
ham,"Just reached home, super tired!"
ham,Can you send me the PDF?
ham,Thanks for the help today!
ham,Will you join the call at 4?
ham,Let me know if you're free later.
ham,Can you please bring your laptop?
ham,"Meeting got cancelled, I�m heading home."
ham,Just submitted the assignment.
ham,I loved the food you made today.
ham,Please ping me when you're done.
ham,I�ll be late by 10 mins.
ham,Have a safe journey!
ham,"Good night, take care."
ham,Did you watch the match yesterday?
ham,Congrats on your promotion!
ham,I�m free after 6 pm.
ham,I�ll text you once I leave.
ham,We�ll plan a trip soon!
ham,Can you pick up milk?
ham,Let�s go for a walk later.
ham,Just saw your message now.
ham,I�ll explain everything tomorrow.
ham,She is not feeling well.
ham,Don�t forget to bring ID card.
ham,Check your email once.
ham,The meeting is shifted to 3 pm.
ham,"I�m in the cab, on my way."
ham,Shall we meet at CCD?
ham,What�s your weekend plan?
ham,Dad is coming tomorrow.
ham,It�s raining heavily here!
ham,All the best for your test!
ham,You did a great job today!
ham,Take medicine on time.Can you drop me at the station?
ham,I�ll update you later.
ham,Did you eat something?
ham,Miss you all!
spam,"Congratulations! You�ve won a ?10,000 gift voucher. Click here to claim."
spam,Get your FREE iPhone now! Limited time offer!
spam,Your account has been suspended. Click to verify.
spam,You�ve been selected for a cash prize. Call 1800-000-000 now!
spam,Win a car by answering just one question!
spam,You�ve won a trip to Maldives! Book now by replying YES.
spam,Urgent: Your ATM card is blocked. Call now to unblock.
spam,Claim your free Paytm cashback now!
spam,Free Netflix subscription for 6 months. Click here to activate.
spam,Recharge your number and get 50% cashback!
spam,Win Rs. 1 lakh daily! Visit www.winbig.com now!
spam,Loan approved! Call now for instant credit.
spam,"Your lucky number is selected! Win ?5,000."
spam,Free recharge offer! Send �RECHARGE� to 12345.
spam,Your KYC is pending. Complete now to avoid service block.
spam,Win a Samsung Galaxy S23 today. Click now!
spam,Your Amazon account has been compromised. Click to reset.
spam,Limited offer: Free petrol vouchers. Hurry!
spam,Hello customer! You�ve won a lottery. Contact urgently.
spam,Final warning: Your mobile will be blocked. Verify now.
spam,Participate in quiz & win exciting rewards!
spam,Best mutual fund schemes! Call 1800-111-222.
spam,"Work from home & earn ?50,000/month. Apply now"
spam,Flash sale on electronics. Visit our site now.
spam,Airtel users! Get free 2GB by dialing *121#
spam,New offer: Credit card with 0% interest. Apply today!
spam,You've got a pending cashback of ?500!
spam,Free laptop for students. Register now!
spam,Spin the wheel & win prizes instantly!
spam,20% off on medicines! Order now.
spam,You�ve been selected for a free insurance plan.
spam,Download this app and get ?100 Paytm cash!
spam,Claim your free Flipkart voucher here.
spam,Congratulations! You�ve reached VIP customer status.
spam,Instant loan ?1 Lakh @ 0% interest. Apply now!
spam,New banking rule: Confirm your PAN now!
spam,Refer and earn ?200 per friend.
spam,Get your credit report free. Just reply YES.
spam,Online casino bonus ?5000. Try your luck!
spam,Insurance alert! Your policy has matured.
spam,Your salary is credited. Click to check balance.
spam,Bonus unlocked! Play and win real money.
spam,Claim your education loan instantly!
spam,Amazon prime free for 1 year. Register now.
spam,Your OTP is 542786. Don�t share with anyone.
spam,Get 3X points on every swipe. Activate now!
spam,Collect your Diwali bonus. Click to redeem.
spam,You are eligible for pension benefits. Enroll today.
spam,Your number has been shortlisted for a lucky draw.
spam,You�ve been selected as a beta tester. Earn ?500 daily.
label,message
honeytrap,You�ve got the most charming smile I've ever seen ??  
honeytrap,I can�t stop thinking about you since we talked ??  
honeytrap,You�re the kind of man who deserves love and loyalty ??  
honeytrap,You make my heart race even through chat ??  
honeytrap,"I don�t know what it is, but I feel so connected to you  "
honeytrap,"Baby, are you free tonight? I want to talk to you ??  "
honeytrap,"Let�s do a private video call, just you and me ??  "
honeytrap,"Your voice is so soothing, I could listen all night ??  "
honeytrap,I feel so safe talking to you... like I�ve known you forever ??  
honeytrap,It�s rare to meet someone as understanding as you ??
ham,Hey, are you free for lunch today?
ham,Don't forget your umbrella, it's raining!
ham,Meeting at 4pm. Don't be late!
ham,Can we catch up on Sunday?
ham,The project deadline has been extended.
ham,I'll be there in 10 minutes.
ham,Just reached home.
ham,Happy birthday! Have a blast!
ham,Check your email when you're free.
ham,Bring the ID card for verification.
ham,I'll update the file and send.
ham,Let's have a call to discuss the idea.
ham,Your feedback helped me a lot!
ham,Call me when you're done.
ham,This weekend looks good for a trip.
ham,Don’t worry, I’ll handle it.
ham,Let’s have coffee after class.
ham,Did you get the notes from today?
ham,I'll ping you after the meeting.
ham,Your package has been delivered.
ham,He’s coming by 6pm.
ham,Let's order pizza tonight.
ham,She said she’ll call back later.
ham,I submitted the form just now.
ham,Everything went smoothly today.
ham,Let's go shopping tomorrow.
ham,I'm at the metro station now.
ham,All documents are attached below.
ham,Don’t forget your charger!
ham,I'll get the groceries.
ham,Did you book the tickets?
ham,Call me after dinner.
ham,Thank you for your help today.
ham,Assignment submitted successfully.
ham,The lecture was really helpful.
ham,Let me know your travel plans.
ham,I’ve sent you the login details.
ham,Here’s the updated report.
ham,The session starts at 9am.
ham,No problem, take your time.
ham,I got the mail, thanks!
ham,Just checking in on you.
ham,Can you resend the file?
ham,All set for the presentation.
ham,I'll take care of it.
ham,See you in the lab!
ham,He shared the details with me.
ham,What time are we leaving?
ham,Let’s meet at the canteen.
ham,Text me when you reach.
ham,Are you bringing your laptop?

spam,Claim your free laptop now!
spam,You’ve won ₹10,000! Click here.
spam,Get free Netflix for 1 year.
spam,Your number is lucky! Call now.
spam,Limited time offer: 70% off!
spam,Click to activate your free trial.
spam,Your account is on hold! Verify now.
spam,Work from home & earn ₹50,000!
spam,Instant loan approved. Apply now.
spam,Win iPhone 14 in our lucky draw!
spam,Exclusive deal only for today!
spam,Your PAN is deactivated! Fix now.
spam,You’re selected for a cash prize!
spam,Get 3x rewards on shopping now!
spam,Recharge and get 100% cashback.
spam,Spin the wheel to win big!
spam,Free Paytm balance worth ₹500.
spam,Click here to win petrol vouchers.
spam,Top 5 investments this month.
spam,You've been selected for beta testing.
spam,Loan approved with 0% interest.
spam,You’ve reached VIP status!
spam,You’re eligible for pension bonus!
spam,Watch ads and earn daily income!
spam,Your KYC is pending. Complete now!
spam,Free recharge coupon inside.
spam,You are our lucky customer!
spam,Join now and earn ₹1,000 daily.
spam,Online casino: Claim free ₹5000.
spam,Congratulations! You got selected.
spam,Your Aadhaar needs verification.
spam,Apply for credit card now!
spam,Flash sale: Grab it before it ends.
spam,Win S23 Ultra! Enter now.
spam,Participate in our daily quiz.
spam,Job alert: Earn from home now.
spam,Collect your Diwali bonus here.
spam,Verify now to avoid service block.
spam,New rules: PAN update required.
spam,Unlock your bonus spin.
spam,Join our telegram and win prizes.
spam,This is your final reminder.
spam,Confirm your details to proceed.
spam,Sign up to win Amazon vouchers.
spam,Play quiz & earn Paytm cash.
spam,Special gift awaits you!
spam,Last chance to upgrade!
spam,Apply now: Free insurance policy.
spam,Win ₹5000 daily. No investment.
spam,Watch videos and earn.
honeytrap,I can’t stop thinking about you since last night.
honeytrap,You’re honestly the kindest soul I’ve ever met ❤️
honeytrap,Can we have a private chat? I feel safer that way 😘
honeytrap,I feel like I’ve known you forever 🥰
honeytrap,I wish I could hug you right now.
honeytrap,You’re the only one who truly understands me.
honeytrap,I deleted other chats, I want to focus on us 💖
honeytrap,I trust you more than anyone online.
honeytrap,Can you send me a selfie, just for me? 😍
honeytrap,You're my comfort zone lately.
honeytrap,It feels like fate brought us together.
honeytrap,I love the way you talk, it's so soothing.
honeytrap,You're the reason I smile every day.
honeytrap,I’ve never opened up like this to anyone.
honeytrap,I feel butterflies whenever I see your name.
honeytrap,Do you believe in online love?
honeytrap,I dreamt about you last night. It was magical.
honeytrap,I want to build something real with you.
honeytrap,I can’t wait to hear your voice again 💕
honeytrap,My friends say I talk about you too much 😅
honeytrap,You're the only one who listens.
honeytrap,You make me feel seen and heard.
honeytrap,I want to be yours completely.
honeytrap,Can I trust you with my heart?
honeytrap,You deserve someone who loves you for you.
honeytrap,Your messages make my day better.
honeytrap,I’m falling for you fast.
honeytrap,I feel like I can be myself with you.
honeytrap,I’ve never felt this close to someone.
honeytrap,I want this to last.
honeytrap,My heart skips a beat when you message.
honeytrap,I miss you already.
honeytrap,Do you think about me like I think about you?
honeytrap,I want to video call you soon.
honeytrap,I feel safe with you.
honeytrap,This feels so real.
honeytrap,I want to tell you something, but I’m shy.
honeytrap,I’m so glad we matched.
honeytrap,Can we meet someday?
honeytrap,You're different from the rest.
honeytrap,I get excited seeing your texts.
honeytrap,Do you trust me?
honeytrap,I’d do anything for you.
honeytrap,I want to know everything about you.
honeytrap,I smile like an idiot reading your messages.
honeytrap,Promise me you won’t leave.
honeytrap,Talking to you is the best part of my day.
honeytrap,You’re my peace in this crazy world.
honeytrap,I’m glad we connected here.
honeytrap,Please don’t ignore me.
honeytrap,You’re everything I hoped for ❤️

jobfraud,Congrats! You’ve been shortlisted for a dream job abroad.
jobfraud,We’re hiring part-time workers. Salary ₹40k/month.
jobfraud,Your resume looks promising. Can we talk on WhatsApp?
jobfraud,No experience needed. Get a job today!
jobfraud,Join our overseas recruitment drive.
jobfraud,Get paid for simple online tasks.
jobfraud,Your profile matches our hiring needs.
jobfraud,Interview scheduled for tomorrow, confirm now.
jobfraud,HR from Google is impressed with your profile!
jobfraud,Register now to attend our career webinar.
jobfraud,You’ve cleared round 1. Pay ₹500 for next stage.
jobfraud,Amazon hiring work-from-home associates!
jobfraud,Pay ₹999 registration to get offer letter.
jobfraud,Final selection done, send documents to proceed.
jobfraud,Job with ₹1 lakh/month salary waiting!
jobfraud,Click to apply for high-salary private jobs.
jobfraud,Limited openings. Secure your position today.
jobfraud,Fast hiring: telecaller roles open.
jobfraud,Submit ID proof to receive joining kit.
jobfraud,Your LinkedIn profile is impressive.
jobfraud,Offer letter ready. Please pay security deposit.
jobfraud,Work from home & earn ₹60,000 monthly.
jobfraud,Virtual assistant jobs available now!
jobfraud,Join our top MNCs. Apply now!
jobfraud,Onboarding link shared. Complete within 24hrs.
jobfraud,No exams, direct interview!
jobfraud,Data entry jobs open for all.
jobfraud,Upload resume to unlock job opportunities.
jobfraud,Get your joining bonus of ₹3000.
jobfraud,100% job guarantee with training.
jobfraud,HR will call you for final round.
jobfraud,Send Aadhaar & PAN to verify identity.
jobfraud,Pay fee now to avoid delay.
jobfraud,Part-time opportunity with flexible hours.
jobfraud,Work for 2 hours daily & earn ₹5000/week.
jobfraud,Direct recruitment. Start this week!
jobfraud,Get blue badge recruiter access.
jobfraud,This is a government-verified company.
jobfraud,Send your marksheets to HR email.
jobfraud,You’ve been selected. Confirm with OTP.
jobfraud,Pay ₹750 to get training materials.
jobfraud,Free laptop on joining.
honeytrap,Your eyes are like the ocean—I could drown in them.
honeytrap,I don't usually say this, but I feel so drawn to you.
honeytrap,I wish I was holding you right now.
honeytrap,I feel like I’ve known you forever, even though it’s only been days.
honeytrap,The way you talk makes my heart skip a beat.
honeytrap,I deleted all my dating apps after meeting you.
honeytrap,I’m not interested in anyone else but you.
honeytrap,You give me butterflies every time you text.
honeytrap,I miss your messages when I wake up.
honeytrap,I want to build a life with someone like you.
honeytrap,Do you believe in soulmates? Because I think I found mine.
honeytrap,Just hearing from you makes my whole day better.
honeytrap,Let’s keep this between us, I don’t want others interfering.
honeytrap,I never trusted anyone this fast before.
honeytrap,Your voice gives me peace like nothing else.
honeytrap,I can't sleep unless I hear from you.
honeytrap,Even through messages, you make me feel safe.
honeytrap,I want you all to myself, always.
honeytrap,You’re not like other guys—I can feel that.
honeytrap,Promise me you’ll never leave.
honeytrap,I feel like fate brought us together.
honeytrap,Let’s talk only on Telegram—it’s safer there.
honeytrap,I’ve had my heart broken too, but you give me hope.
honeytrap,I love how you understand me so well.
honeytrap,Talking to you is better than any therapy.
jobfraud,Congratulations! You've been shortlisted for a remote job interview.
jobfraud,We loved your profile—can you pay a small processing fee to proceed?
jobfraud,Job offer from abroad! Just verify your documents to start.
jobfraud,Your profile matches our premium hiring category. Apply fast.
jobfraud,Submit your PAN card and you'll get the offer letter within a day.
jobfraud,Training fee of ₹499 is mandatory to begin the onboarding process.
jobfraud,100% remote job with ₹25,000 monthly—only limited slots available.
jobfraud,We need your bank details for salary credit confirmation.
jobfraud,Get placed in MNCs without interviews. Apply via our hiring link.
jobfraud,We require a refundable security deposit of ₹1000 to reserve your position.
jobfraud,You’ve been offered a content writing job. Pay ₹299 for verification.
jobfraud,Join as an Amazon data entry operator—register today.
jobfraud,Work-from-home scheme for students—earn ₹15,000 weekly.
jobfraud,Your job ID is active. Send your resume on WhatsApp to HR now.
jobfraud,This is a pre-placement screening fee. Proceed to pay ₹799.
jobfraud,Verify your identity and unlock your job appointment letter.
jobfraud,Work 2 hours a day and earn ₹30,000 monthly.
honeytrap,You seem like someone I could truly open up to ❤️
honeytrap,I’ve never felt this kind of connection so quickly 💬
honeytrap,Are you usually this charming or just with me? 😘
honeytrap,I wish I met you sooner... life feels better already 💖
honeytrap,Every time you reply, I get butterflies 🦋
honeytrap,I deleted all my dating apps after we spoke 💌
honeytrap,Do you believe in destiny? Because I think I found mine 💫
honeytrap,I trust you even though we just met... it’s weird but right 💬
honeytrap,Let’s keep this between us... I don’t want drama 🕵️‍♀️
honeytrap,I usually don’t open up like this but with you I feel safe 🛡️
honeytrap,You’re not like the others... you're special 🌹
honeytrap,Your messages feel like a warm hug 🤗
honeytrap,I never knew texting someone could make me this happy 😊
honeytrap,You make me blush even through a screen 😳
honeytrap,Can we talk on video? I want to see your eyes 💻👀
honeytrap,You're addictive... I can't stop checking your replies 📱
honeytrap,I want to know all your secrets 😏
honeytrap,I have feelings for you and I don’t want to hide it anymore 💘
honeytrap,Promise me you’ll never ghost me 💔
honeytrap,I had a rough day, but your texts made it better 🥺
honeytrap,My heart beats faster when I see you typing 🫀
honeytrap,This feels more than just chatting... it feels real 💞
honeytrap,Are you free tonight? I want to hear your voice 💬🎧
honeytrap,I feel like I’ve known you forever 💭
honeytrap,Don’t ever change... you’re perfect the way you are 🌟
honeytrap,My friends would never understand what we have 💔
honeytrap,Let's play a game... truth or dare? 😈
honeytrap,You’re the reason I smile at my phone like an idiot 😅
honeytrap,I’ve been single a while... maybe that’s changing now 💑
honeytrap,I want to fall asleep on a call with you tonight 🌙📞
honeytrap,Are you this nice with everyone or just me? 😌
honeytrap,You're different... in a good way 💗
honeytrap,Would you still like me if I had a dark past? 🌒
honeytrap,I can’t stop re-reading your messages 📝❤️
honeytrap,I like deep conversations. Do you have secrets too? 🔐
honeytrap,I feel drawn to you... like fate pulled us together 💫
honeytrap,Why do I feel jealous when you reply late? 😤
honeytrap,I’m not looking for fun, I’m looking for something meaningful 🤝
honeytrap,This might sound crazy, but I think I’m falling for you 💓
honeytrap,Don’t tell anyone but I dreamt about you last night 😳
honeytrap,Can I trust you with something personal? 🙈
honeytrap,You're the first person I think of when I wake up 🌅
jobfraud,Congrats! You've been shortlisted for a remote position 💼
jobfraud,We saw your profile. Work-from-home openings available now!
jobfraud,Weekly payout of ₹10,000+ from home. No investment required.
jobfraud,Please share your resume and Aadhar for background check 📄🆔
jobfraud,Onboarding fee refundable after your first payout 💸
jobfraud,You will receive training materials after payment is verified 🎓
jobfraud,Join our HR team and earn from your smartphone 📱
jobfraud,Your account will be credited today. Please confirm your details.
jobfraud,Offer valid till tonight. Immediate joining tomorrow.
jobfraud,This job is exclusive — not listed on any portal 🎯
jobfraud,Dear applicant, you're selected. Pay ₹500 to confirm slot.
jobfraud,Can you complete a quick task to verify your identity?
